annotation.is_fraud,annotation.fraud_type,annotation.fraud_labels.transaction_upi_fraud,annotation.fraud_labels.transaction_card_fraud,annotation.fraud_labels.transaction_bank_transfer,annotation.fraud_labels.commerce_nondelivery,annotation.fraud_labels.commerce_fake_seller,annotation.fraud_labels.credential_phishing,annotation.fraud_labels.social_authority_scam,annotation.fraud_labels.social_urgency_scam,annotation.fraud_labels.meta_victim_story,annotation.fraud_labels.meta_fraud_question,annotation.key_features.payment_method,annotation.key_features.fraud_channel,annotation.key_features.victim_action,annotation.key_features.request_type,annotation.key_features.impersonated_entity,annotation.key_features.amount_mentioned,annotation.key_features.currency,annotation.key_features.urgency_level,annotation.psychological_tactics.urgency,annotation.psychological_tactics.fear,annotation.psychological_tactics.authority,annotation.psychological_tactics.reward,annotation.key_features.amount_normalized,annotation.key_features.has_amount
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,sms,sent_money,payment,company,unknown,unknown,0.9,1.0,1.0,1.0,0.0,,0
1,transaction,1,0,0,0,0,0,1,1,0,0,upi,sms,sent_money,payment,bank,unknown,unknown,0.9,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,0,0,0,upi,sms,sent_money,payment,unknown,unknown,unknown,0.0,1.0,1.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,telegram,sent_money,payment,unknown,unknown,unknown,0.8,1.0,0.0,0.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,card,online,sent_money,payment,company,"$1,000",USD,0.8,1.0,1.0,0.0,0.0,1000.0,1
1,social_engineering,0,0,0,0,0,1,1,1,0,0,unknown,sms,none,none,court,unknown,unknown,1.0,1.0,1.0,1.0,0.0,,0
1,transaction,1,0,1,0,0,0,0,1,0,0,upi,telegram | whatsapp,sent_money,payment,unknown,62000000,INR,1.0,1.0,1.0,0.0,0.0,62000000.0,1
1,transaction,0,1,1,0,0,0,0,1,0,0,bank,email,sent_money,payment,company,"$4,000",USD,1.0,1.0,1.0,0.0,0.0,4000.0,1
1,commerce,0,0,0,0,0,0,0,0,0,0,bank,website,sent_money,payment,company,4799,INR,0.8,1.0,1.0,1.0,0.0,4799.0,1
1,transaction,0,1,0,0,0,0,0,0,0,0,card,unknown,sent_money,payment,bank,unknown,unknown,0.0,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,0,0,0,unknown,phone,none,none,company,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,commerce,0,0,0,1,0,0,0,0,0,0,upi,email,clicked_link,payment,company,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,0,0,0,unknown,social_media,sent_money,payment,individual,unknown,unknown,0.8,1.0,1.0,0.0,0.0,,0
0,none,0,0,0,0,0,0,0,0,0,0,unknown,social_media,clicked_link,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,,0
1,transaction,1,0,1,0,0,1,0,0,0,0,upi,website,sent_money,transaction,bank,unknown,unknown,0.8,1.0,1.0,1.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,1,0,0,card,sms,shared_credentials,payment,none,14000,INR,1.0,1.0,1.0,0.0,0.0,14000.0,1
1,commerce,0,0,0,1,0,0,0,0,0,0,upi,sms,sent_money,payment,company,unknown,unknown,0.8,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,1,0,0,crypto,website,installed_app,payment,none,unknown,unknown,0.95,1.0,0.0,0.0,0.0,,0
1,transaction,1,0,0,0,0,0,0,1,0,0,upi,sms,sent_money,payment,bank,unknown,unknown,1.0,1.0,0.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,1,0,0,bank,website,sent_money,verification,tax_service,1500,USD,1.0,1.0,1.0,1.0,0.0,1500.0,1
1,transaction,0,1,0,0,0,0,0,0,0,0,crypto,social_media,sent_money,payment,company,unknown,unknown,0.8,1.0,0.0,0.0,0.0,,0
0,none,0,0,0,0,0,0,0,0,0,0,upi | card | bank | crypto | gift_card | unknown | none,sms | email | phone | social_media | website | app | unknown | none,sent_money | shared_credentials | clicked_link | installed_app | none | unknown,payment | verification | login | download | none | unknown,bank_|_government_|_company_|_individual_|_none_|_unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,,0
1,commerce,0,0,0,1,1,0,0,0,0,0,upi,social_media,clicked_link,commerce,company,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,website,sent_money,payment,company,15000,unknown,0.9,1.0,1.0,1.0,0.0,15000.0,1
1,transaction,1,0,1,0,0,0,0,1,0,0,upi,sms,sent_money,payment,bank,unknown,unknown,1.0,1.0,1.0,0.0,0.0,,0
1,transaction,1,0,0,0,0,0,0,0,0,0,upi,website,sent_money,payment,unknown,unknown,unknown,0.8,1.0,1.0,0.0,0.0,,0
1,social_engineering,0,0,0,0,0,1,0,0,0,0,unknown,sms,none,credential,healthcare_provider,unknown,unknown,0.8,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,unknown,sent_money,payment,company,unknown,unknown,0.0,1.0,0.0,1.0,0.0,,0
1,transaction,0,0,0,1,0,0,0,0,0,0,upi,sms,clicked_link,nondelivery,ups,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,commerce,0,0,0,1,1,0,0,0,0,0,unknown,website,clicked_link,commerce,company,unknown,unknown,0.9,1.0,0.0,0.0,0.0,,0
1,commerce,0,0,0,1,0,0,0,0,0,0,upi,social_media,sent_money,payment,company,748,INR,0.5,1.0,0.0,0.0,0.0,748.0,1
1,social_engineering,0,0,0,0,0,1,1,1,1,0,crypto,website,clicked_link,verification,cdh_support,unknown,unknown,0.8,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,app,sent_money,payment,none,$300,USD,1.0,1.0,0.0,0.0,0.0,300.0,1
1,commerce,0,0,0,1,1,0,0,0,0,0,upi,social_media,clicked_link,commerce,company,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,transaction,1,0,0,0,0,0,0,0,0,0,upi,sms,sent_money,payment,bank,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,commerce,0,1,0,0,0,0,0,0,0,0,card,website,clicked_link,transaction,bank,unknown,unknown,0.0,0.0,1.0,1.0,0.0,,0
1,wallet_drainer,0,0,0,0,0,1,0,0,0,0,crypto,website,entered_seed_phrase,wallet_confirmation,none,$HYPER,USD,0.9,1.0,1.0,0.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,card,website,sent_money,payment,company,0.7,EUR,0.5,1.0,1.0,1.0,0.0,0.7,1
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,website,clicked_link,transaction,company,$54K,USD,0.8,1.0,1.0,1.0,0.0,54.0,1
1,transaction,0,0,0,0,0,0,0,0,0,0,card,email,sent_money,payment,company,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,transaction,0,0,0,0,0,0,1,1,0,0,unknown,telegram,sent_money,payment,none,$20,USD,1.0,1.0,1.0,1.0,0.0,20.0,1
1,transaction,0,1,1,0,0,0,0,0,0,0,bank,sms,sent_money,payment,company,3200,USD,0.5,1.0,1.0,1.0,0.0,3200.0,1
1,transaction,0,0,0,0,0,0,0,0,1,0,unknown,website,installed_app,none,individual,$1.20,USD,0.8,1.0,0.0,0.0,0.0,1.2,1
0,none,0,0,0,0,0,0,0,0,0,0,unknown,phone,none,none,company,unknown,unknown,0.0,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,website,sent_money,payment,none,unknown,USD,0.9,1.0,1.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,website,clicked_link,payment,recovery_service,28000,unknown,1.0,1.0,1.0,0.0,0.0,28000.0,1
1,transaction,0,0,0,0,0,0,0,0,0,0,crypto,social_media,installed_app,payment,unknown,2000 euros,EUR,0.9,1.0,1.0,0.0,0.0,2000.0,1
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,sms,sent_money,payment,company,unknown,unknown,0.9,1.0,0.0,1.0,0.0,,0
1,social_engineering,0,0,0,0,0,0,0,1,0,0,unknown,email,none,none,unknown,unknown,unknown,1.0,1.0,0.0,0.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,0,0,0,upi,website,clicked_link,transaction,crypto_exchange,unknown,unknown,0.95,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,telegram,sent_money,transaction,unknown,$10,USD,0.5,1.0,1.0,0.0,0.0,10.0,1
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,telegram,sent_money,transaction,unknown,unknown,unknown,0.8,1.0,0.0,0.0,0.0,,0
1,social_engineering,0,0,0,0,0,1,0,0,0,0,unknown,website,clicked_link,none,company,unknown,unknown,0.8,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,website,sent_money,payment,company,6800,unknown,1.0,1.0,1.0,1.0,0.0,6800.0,1
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,postal,sent_money,payment,individual,$68k,USD,0.9,1.0,1.0,0.0,0.0,68.0,1
1,transaction,0,0,0,0,0,0,0,0,0,0,unknown,social_media,clicked_link,none,unknown,unknown,unknown,0.0,1.0,1.0,0.0,0.0,,0
1,commerce,0,1,0,0,0,0,0,0,0,0,card,email,shared_credentials,payment,company,unknown,unknown,0.9,1.0,0.0,0.0,0.0,,0
1,transaction,1,0,1,0,0,0,0,0,1,0,upi,phone,none,transaction,bank,80000,INR,1.0,1.0,1.0,1.0,0.0,80000.0,1
1,transaction,0,1,0,0,0,0,0,1,0,0,card,phone,sent_money,payment,government,3000,GBP,1.0,1.0,1.0,1.0,0.0,3000.0,1
1,commerce,0,1,0,0,0,0,0,0,0,0,card,website,none,payment,ebay_seller,unknown,unknown,0.5,1.0,0.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,website,clicked_link,payment,none,unknown,unknown,0.8,1.0,0.0,0.0,0.0,,0
0,none,0,0,0,0,0,1,0,0,0,0,unknown,sms,clicked_link,credential,none,unknown,unknown,0.0,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,none,none,none,company,unknown,unknown,0.8,1.0,1.0,0.0,0.0,,0
1,commerce,0,0,0,1,1,0,0,0,0,0,upi,sms,sent_money,payment,company,150,INR,0.8,1.0,1.0,1.0,0.0,150.0,1
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,unknown,installed_app,none,company,500000000,USD,0.9,1.0,0.0,0.0,0.0,500000000.0,1
1,transaction,1,0,0,0,0,0,0,0,0,0,upi,unknown,sent_money,payment,bank,unknown,unknown,0.5,1.0,0.0,1.0,0.0,,0
1,transaction,0,0,0,0,1,0,0,0,0,0,bank,phone,provided_proof_of_sale,none,company,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,commerce,0,0,0,0,0,0,0,0,0,0,unknown,website,sent_money,payment,company,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,transaction,1,0,0,0,0,0,0,0,0,0,upi,phone,sent_money,payment,unknown,unknown,unknown,0.9,1.0,1.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,1,0,0,bank,website,withdrawal,verification,trading_platform,unknown,unknown,1.0,1.0,1.0,0.0,0.0,,0
1,social_engineering,0,0,1,0,0,0,1,1,0,0,bank,phone,sent_money,payment,government,50000,unknown,1.0,1.0,1.0,1.0,0.0,50000.0,1
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,social_media,sent_money,payment,none,$800,USD,0.5,1.0,1.0,0.0,0.0,800.0,1
1,transaction,0,1,0,0,0,0,0,0,1,0,card,website,none,payment,company,unknown,unknown,0.9,1.0,1.0,1.0,0.0,,0
1,commerce,0,0,0,1,0,0,0,0,0,0,upi,phone,shared_credentials,cancellation,meesho,unknown,unknown,0.8,1.0,0.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,website,sent_money,payment,none,unknown,unknown,0.95,1.0,1.0,0.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,0,0,0,upi,app,shared_credentials,transaction,uber_driver,unknown,unknown,0.8,1.0,0.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,social_media,sent_money,payment,none,35000,unknown,1.0,1.0,0.0,0.0,0.0,35000.0,1
1,commerce,0,0,1,1,1,0,0,0,0,0,bank,website,sent_money,commerce,seller,unknown,unknown,0.8,1.0,1.0,0.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,card,phone,shared_credentials,transaction,bank,unknown,unknown,0.9,1.0,1.0,1.0,0.0,,0
1,commerce,0,0,1,1,0,0,0,0,1,0,bank,email,sent_money,payment,company,unknown,unknown,0.8,1.0,1.0,1.0,0.0,,0
1,transaction,0,1,1,0,0,0,0,1,1,0,bank,social_media,none,transaction,unknown,50000,unknown,1.0,1.0,1.0,0.0,0.0,50000.0,1
1,transaction,0,1,0,0,0,0,0,0,0,0,card,sms,sent_money,payment,individual,$200,USD,1.0,1.0,1.0,0.0,0.0,200.0,1
1,transaction,0,1,0,0,0,0,0,0,0,0,card,email,shared_credentials,payment,none,"$2,000",USD,1.0,1.0,1.0,0.0,0.0,2000.0,1
1,transaction,0,1,0,0,0,0,0,0,0,0,crypto,website,shared_credentials,none,unknown,unknown,unknown,0.0,1.0,1.0,0.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,0,0,0,bank,sms,sent_money,payment,unknown,unknown,unknown,0.0,1.0,0.0,1.0,0.0,,0
1,credential,0,0,0,0,0,1,0,0,0,0,upi,email,clicked_link,credential,binance,unknown,unknown,0.8,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,0,1,0,upi,app,sent_money,payment,none,328,unknown,0.5,1.0,0.0,0.0,0.0,328.0,1
1,transaction,0,1,0,0,0,0,0,1,0,0,card,website,sent_money,payment,company,40,unknown,1.0,1.0,1.0,0.0,0.0,40.0,1
1,commerce,0,1,0,0,0,0,0,0,0,0,card,social_media,sent_money,payment,none,unknown,unknown,0.0,0.0,1.0,0.0,0.0,,0
1,transaction,1,0,0,0,0,0,0,1,0,0,upi,sms,sent_money,payment,bank,unknown,unknown,1.0,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,0,0,0,crypto,website,sent_credentials,none,crypto_exchange,unknown,unknown,0.9,1.0,1.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,phone,sent_money,payment,company,1200,unknown,0.8,1.0,0.0,1.0,0.0,1200.0,1
1,transaction,0,1,0,0,0,0,0,0,0,0,card,in_person,none,payment,individual,2500,unknown,0.8,1.0,0.0,0.0,0.0,2500.0,1
0,none,0,0,0,0,0,0,0,0,0,0,upi,unknown,sent_money,payment,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,,0
1,transaction,1,0,0,0,0,0,0,0,0,0,upi,telegram,sent_money,payment,none,unknown,unknown,0.5,1.0,0.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,telegram,linked_wallet,withdrawal,unknown,unknown,unknown,0.8,1.0,1.0,0.0,0.0,,0
0,none,0,0,0,0,0,0,0,0,0,0,unknown,phone,installed_app,unknown,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,,0
1,commerce,0,0,1,0,0,0,0,0,0,0,bank,sms,sent_money,payment,company,400000,INR,1.0,1.0,1.0,1.0,0.0,400000.0,1
1,commerce,0,0,0,0,0,0,0,0,0,0,bank,phone,sent_money,payment,company,unknown,unknown,0.8,1.0,0.0,0.0,0.0,,0
1,social_engineering,0,0,0,0,0,0,0,1,0,0,unknown,website,none,none,individual,unknown,unknown,0.8,1.0,0.0,0.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,0,0,0,upi,sms,sent_money,payment,health_insurance_company,unknown,unknown,0.9,1.0,1.0,1.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,crypto,website,clicked_link,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,1,bank,website,clicked_link,transaction,wind_3,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,call_forwarding,0,0,0,0,0,0,0,0,0,0,unknown,phone,none,none,unknown,unknown,unknown,0.9,1.0,0.0,0.0,0.0,,0
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,sms,none,none,individual,unknown,unknown,1.0,1.0,0.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,1,0,crypto,website,none,transaction,unknown,1500,USD,0.9,1.0,1.0,0.0,0.0,1500.0,1
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,sms,sent_money,payment,company,300,unknown,1.0,1.0,0.0,1.0,0.0,300.0,1
0,none,0,0,0,0,0,0,0,0,0,0,unknown,phone,none,none,none,unknown,unknown,0.0,1.0,0.0,0.0,0.0,,0
0,none,0,0,0,0,0,0,0,0,0,0,unknown,email,clicked_link,payment,none,unknown,unknown,0.0,1.0,0.0,0.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,1,0,card,unknown,installed_app,none,individual,$200,USD,0.5,1.0,0.0,0.0,0.0,200.0,1
1,transaction,0,0,1,0,0,0,0,1,1,0,bank,email,sent_money,payment,none,unknown,unknown,0.8,1.0,0.0,0.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,0,0,0,card,sms,typed_details,payment,unknown,unknown,unknown,0.9,1.0,1.0,0.0,0.0,,0
1,social_engineering,0,0,0,0,0,1,0,0,0,0,unknown,website,installed_app,piracy,none,unknown,unknown,0.9,1.0,0.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,website,clicked_link,transaction,company,unknown,unknown,0.9,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,email,sent_money,payment,company,5000,unknown,1.0,1.0,0.0,1.0,0.0,5000.0,1
1,transaction,0,0,1,0,0,0,0,1,0,0,bank,phone,sent_money,payment,investment_company,unknown,unknown,1.0,1.0,0.0,1.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,0,0,0,upi,sms,sent_money,payment,company,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,card,email,none,payment,company,unknown,unknown,0.0,1.0,0.0,1.0,0.0,,0
0,none,0,0,0,0,0,0,0,0,0,0,unknown,phone,none,none,none,free hotel stay,unknown,0.0,0.0,0.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,website,invested,transaction,broker,unknown,unknown,0.9,1.0,1.0,1.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,1,0,bank,email,none,loan,bank,unknown,unknown,0.5,1.0,1.0,1.0,0.0,,0
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,phone,none,none,airports_authority_of_india,unknown,unknown,1.0,1.0,1.0,1.0,0.0,,0
0,none,0,0,0,0,0,0,0,0,1,0,unknown,unknown,none,none,none,unknown,unknown,0.0,0.0,0.0,0.0,0.0,,0
1,commerce,0,0,1,1,1,0,0,0,0,0,bank,email,sent_money,payment,company,2040,EUR,1.0,1.0,1.0,0.0,0.0,2040.0,1
1,transaction,0,1,0,0,0,0,0,0,0,0,card,website,clicked_link,payment,unknown,unknown,unknown,0.8,1.0,0.0,0.0,0.0,,0
1,commerce,0,0,0,1,1,0,0,0,0,0,unknown,website,clicked_link,commerce,none,unknown,unknown,0.0,1.0,1.0,0.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,crypto,website,sent_money,payment,company,$36.9 million,USD,0.8,1.0,0.0,0.0,0.0,36900000.0,1
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,website,deposited_money,verification,none,$600,USD,1.0,1.0,1.0,0.0,0.0,600.0,1
1,commerce,0,0,0,1,0,0,0,0,0,0,upi,website,sent_money,payment,company,799,INR,0.5,1.0,0.0,1.0,0.0,799.0,1
1,transaction,1,0,0,0,0,0,0,0,0,0,upi,sms,sent_money,payment,bank,5000,INR,1.0,1.0,1.0,1.0,0.0,5000.0,1
1,transaction,0,1,0,0,0,0,0,0,0,0,bank,email,sent_money,payment,individual,1000,unknown,0.9,1.0,1.0,0.0,0.0,1000.0,1
1,transaction,1,0,0,0,0,0,0,0,0,0,upi,phone,sent_money,payment,unknown,3940,INR,1.0,1.0,1.0,0.0,0.0,3940.0,1
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,telegram,sent_money,payment,none,563,USDT,0.9,1.0,1.0,0.0,0.0,563.0,1
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,whatsapp,sent_money,payment,company,32000,unknown,1.0,1.0,1.0,1.0,0.0,32000.0,1
1,transaction,0,1,0,0,0,0,0,0,0,0,card,email,sent_money,verification,bank,$300,USD,1.0,1.0,1.0,1.0,0.0,300.0,1
1,transaction,0,0,0,0,0,0,0,0,0,0,crypto,website,deposited,payment,trading_platform,unknown,unknown,0.0,1.0,1.0,0.0,0.0,,0
1,social_engineering,0,0,0,0,0,1,0,0,0,0,upi,sms,unknown,none,unknown,unknown,unknown,0.8,1.0,1.0,0.0,0.0,,0
0,none,0,0,0,0,0,0,0,0,1,0,unknown,social_media,none,none,individual,unknown,unknown,0.0,1.0,0.0,0.0,0.0,,0
1,transaction,0,0,0,0,0,0,1,1,0,0,unknown,email,sent_money,payment,elon_musk,2500,unknown,1.0,1.0,1.0,1.0,0.0,2500.0,1
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,app,installed_app,subscription,unknown,unknown,unknown,0.8,1.0,0.0,0.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,card,email,shared_credentials,transaction,company,unknown,GBP,0.8,1.0,1.0,1.0,0.0,,0
1,commerce,0,0,0,1,0,0,0,0,1,0,upi,website,sent_money,commerce,company,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,1,0,0,card,sms,sent_money,payment,delivery_company,unknown,unknown,1.0,1.0,1.0,1.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,card,email,sent_money,payment,company,180000,unknown,0.0,1.0,1.0,1.0,0.0,180000.0,1
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,email,sent_money,payment,company,$599.99,USD,0.8,1.0,0.0,1.0,0.0,599.99,1
1,commerce,0,0,1,0,0,0,0,0,0,0,bank,website,sent_money,payment,none,208,CAD,0.5,1.0,0.0,0.0,0.0,208.0,1
1,transaction,1,0,1,0,0,0,0,1,0,0,upi,sms,sent_money,payment,company,19000,INR,1.0,1.0,0.0,1.0,0.0,19000.0,1
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,unknown,sent_money,payment,company,unknown,unknown,0.95,1.0,0.0,1.0,0.0,,0
1,commerce,0,0,0,1,0,0,0,0,0,0,upi,email,clicked_link,commerce,company,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,transaction,1,0,0,0,0,0,0,0,0,0,upi,sms,sent_money,payment,bank,200,INR,0.5,1.0,0.0,1.0,0.0,200.0,1
1,transaction,0,0,1,0,0,0,0,1,0,0,bank,social_media,sent_money,transaction,none,unknown,unknown,1.0,1.0,1.0,0.0,0.0,,0
1,recovery,0,0,0,0,0,0,1,1,0,0,unknown,phone,none,recovery,unknown,unknown,unknown,1.0,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,website,deposit_money,transaction,company,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,0,0,0,unknown,sms,sent_money,payment,unknown,unknown,unknown,0.5,1.0,0.0,0.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,card,website,clicked_link,payment,company,unknown,unknown,0.5,1.0,1.0,1.0,0.0,,0
1,social_engineering,0,0,0,0,0,0,0,1,0,0,unknown,sms,sent_money,payment,none,unknown,unknown,1.0,1.0,1.0,0.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,cashapp | crypto | unknown | none,unknown | none,sent_money | shared_credentials | clicked_link | installed_app | none | unknown,payment,none_|_unknown,unknown,unknown,0.0,1.0,1.0,0.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,card,phone,sent_money,payment,company,80000,USD,0.0,1.0,1.0,0.0,0.0,80000.0,1
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,telegram,sent_money,payment,unknown,unknown,unknown,1.0,1.0,1.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,website,clicked_link,transaction,bank,unknown,unknown,0.9,1.0,0.0,1.0,0.0,,0
1,commerce,0,0,0,1,0,0,0,0,0,0,upi,website,sent_money,payment,company,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,email,shared_credentials,transaction,bank,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,website,sent_money,transaction,company,unknown,unknown,0.95,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,telegram,sent_money,transaction,none,$300,USD,1.0,1.0,1.0,0.0,0.0,300.0,1
1,transaction,0,1,0,0,0,0,0,0,0,0,card,phone,shared_credentials,verification,bank,unknown,unknown,0.8,1.0,1.0,1.0,0.0,,0
1,commerce,0,1,0,0,0,0,0,0,0,0,card,website,clicked_link,payment,company,unknown,unknown,0.0,0.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,phone,sent_money,payment,company,3000,INR,1.0,1.0,0.0,1.0,0.0,3000.0,1
1,transaction,1,0,0,0,0,0,0,1,0,0,upi,sms,sent_money,payment,bank,unknown,unknown,1.0,1.0,0.0,1.0,0.0,,0
1,transaction,1,0,0,0,0,0,0,0,0,0,upi,sms,sent_money,payment,bank,unknown,unknown,0.5,1.0,0.0,1.0,0.0,,0
1,transaction,1,0,0,1,0,0,0,1,0,0,upi,phone,shared_credentials,transaction,company,unknown,unknown,1.0,1.0,1.0,0.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,0,1,0,unknown,website,clicked_link,none,crypto_youtuber,AMS68K token,unknown,0.9,1.0,0.0,0.0,0.0,68.0,1
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,email,sent_money,payment,unknown,$35,USD,0.8,1.0,0.0,0.0,0.0,35.0,1
1,transaction,0,1,0,0,0,0,0,0,0,0,crypto,social_media,clicked_link,payment,unknown,unknown,unknown,0.0,1.0,1.0,0.0,0.0,,0
1,social_engineering,0,0,0,0,0,0,1,1,0,0,crypto,email,none,none,unknown,unknown,unknown,1.0,1.0,1.0,1.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,card,social_media,none,payment,unknown,$5.04,USD,0.8,1.0,1.0,0.0,0.0,5.04,1
1,social_engineering,0,0,0,0,0,0,0,1,0,0,unknown,social_media,none,none,none,none,unknown,1.0,1.0,0.0,0.0,0.0,,0
1,transaction,1,0,1,0,0,0,1,1,0,0,upi,sms,sent_money,payment,bank,unknown,unknown,1.0,1.0,1.0,1.0,0.0,,0
1,transaction,1,0,0,0,0,0,0,0,1,0,upi,sms,sent_money,payment,company,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,0,1,0,unknown,website,none,none,none,unknown,unknown,0.8,1.0,0.0,0.0,0.0,,0
